PullRequestTitle,PullRequestNumber,PullRequestState,PullRequestCreatedAt,PullRequestUpdatedAt,PullRequestClosedAt,PullRequestMergedAt,PullRequestAuthor,PullRequestReviewsCount,PullRequestReviewers,PullRequestCommentsCount,ReviewDuration
bump golangci-lint to v1.50.0; add make gomodtidy and make golangci-lint,7634,MERGED,2022-10-10T11:58:02Z,2022-10-10T13:12:42Z,2022-10-10T13:12:41Z,2022-10-10T13:12:41Z,jmank88,1,['essamhassan'],3,0 days 01:14:39
Bump reviewdog/action-actionlint from 1.23.0 to 1.33.0,7635,MERGED,2022-10-10T13:13:19Z,2022-10-20T00:13:01Z,2022-10-20T00:13:00Z,2022-10-20T00:13:00Z,dependabot,1,['jmank88'],1,9 days 10:59:41
golangci-lint: fix some linter issues,7636,MERGED,2022-10-10T13:24:15Z,2022-10-11T23:12:33Z,2022-10-11T23:08:51Z,2022-10-11T23:08:51Z,jmank88,3,"['jmank88', 'vyzaldysanchez', 'reductionista']",3,1 days 09:44:36
fix flake in ocr2keepers test,7637,MERGED,2022-10-10T14:32:50Z,2022-10-10T19:26:33Z,2022-10-10T19:26:32Z,2022-10-10T19:26:32Z,infiloop2,3,"['EasterTheBunny', 'reductionista', 'EasterTheBunny']",3,0 days 04:53:42
Support Optimism Bedrock upgrade,7638,MERGED,2022-10-10T15:55:14Z,2022-10-17T19:07:55Z,2022-10-17T19:07:54Z,2022-10-17T19:07:54Z,dimriou,14,"['jmank88', 'samsondav', 'dimriou', 'dimriou', 'dimriou', 'dimriou', 'jmank88', 'connorwstein', 'dimriou', 'samsondav', 'connorwstein', 'dimriou', 'samsondav', 'samsondav']",3,7 days 03:12:40
Add Automation benchmark test,7639,MERGED,2022-10-10T17:08:59Z,2022-11-02T06:02:24Z,2022-10-13T12:21:24Z,2022-10-13T12:21:24Z,anirudhwarrier,11,"['infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'anirudhwarrier', 'infiloop2', 'infiloop2', 'anirudhwarrier']",4,2 days 19:12:25
Log poller DB optimizations,7640,MERGED,2022-10-10T17:27:29Z,2022-10-10T20:46:03Z,2022-10-10T20:46:03Z,2022-10-10T20:46:03Z,connorwstein,6,"['jmank88', 'jmank88', 'connorwstein', 'jmank88', 'jmank88', 'jmank88']",3,0 days 03:18:34
update todo comment in ethtx,7641,MERGED,2022-10-10T17:54:42Z,2022-10-19T11:00:58Z,2022-10-19T11:00:57Z,2022-10-19T11:00:57Z,infiloop2,1,['prashantkumar1982'],3,8 days 17:06:15
core/utils/http: permit connections when ip lookup fails,7642,MERGED,2022-10-10T19:05:31Z,2022-10-12T13:49:09Z,2022-10-12T13:49:09Z,2022-10-12T13:49:09Z,jmank88,3,"['vyzaldysanchez', 'pinebit', 'samsondav']",3,1 days 18:43:38
toml config: use from tests,7643,MERGED,2022-10-10T22:07:55Z,2022-10-12T12:30:49Z,2022-10-12T12:30:49Z,2022-10-12T12:30:49Z,jmank88,4,"['jmank88', 'pinebit', 'jmank88', 'essamhassan']",3,1 days 14:22:54
"Run goimports, & update ""make presubmit""",7644,CLOSED,2022-10-11T00:50:59Z,2023-01-02T17:19:43Z,2023-01-02T17:19:43Z,,reductionista,49,"['jmank88', 'jmank88', 'jmank88', 'reductionista', 'reductionista', 'reductionista', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'reductionista', 'reductionista', 'reductionista', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'makramkd', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'reductionista', 'jmank88', 'jmank88', 'reductionista', 'reductionista', 'reductionista', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'reductionista', 'reductionista', 'jmank88', 'reductionista', 'reductionista', 'jmank88', 'HenryNguyen5', 'jmank88', 'HenryNguyen5', 'HenryNguyen5', 'HenryNguyen5', 'reductionista', 'reductionista', 'reductionista']",9,83 days 16:28:44
Bump smartcontractkit/chainlink-solana from afe9aa36cda33d0098c99fb3ea41b3f0bf9e7fb4 to 1.0.2,7645,CLOSED,2022-10-11T13:33:48Z,2022-10-12T17:40:09Z,2022-10-12T17:40:07Z,,dependabot,0,[],1,1 days 04:06:19
remove maxTaskDuration from keeper ocr job spec,7646,MERGED,2022-10-11T14:02:01Z,2022-10-11T14:36:46Z,2022-10-11T14:36:45Z,2022-10-11T14:36:45Z,infiloop2,1,['vla33'],2,0 days 00:34:44
Pass checker value in pipeline transmitter,7647,MERGED,2022-10-11T17:52:06Z,2022-10-11T20:31:11Z,2022-10-11T20:31:10Z,2022-10-11T20:31:10Z,infiloop2,1,['EasterTheBunny'],2,0 days 02:39:04
QA-78 Cleanup internal uses of set-output for qa actions/workflows,7648,MERGED,2022-10-11T19:32:45Z,2022-10-12T15:06:21Z,2022-10-12T15:06:21Z,2022-10-12T15:06:21Z,tateexon,2,"['AnieeG', 'kalverra']",3,0 days 19:33:36
Bump smartcontractkit/chainlink-github-actions from 2.0.18 to 2.0.22,7649,CLOSED,2022-10-11T19:52:58Z,2022-10-12T15:07:34Z,2022-10-12T15:07:31Z,,dependabot,0,[],1,0 days 19:14:33
rename ocr2keeper type to ocr2automation,7650,MERGED,2022-10-11T20:18:57Z,2022-10-11T20:55:12Z,2022-10-11T20:55:11Z,2022-10-11T20:55:11Z,infiloop2,1,['EasterTheBunny'],2,0 days 00:36:14
bump the projectserum version for solana tests,7651,CLOSED,2022-10-11T22:04:27Z,2023-03-21T20:41:05Z,2022-10-12T15:22:03Z,,tateexon,1,['jmank88'],3,0 days 17:17:36
Bump dorny/paths-filter from 2.10.2 to 2.11.0,7653,CLOSED,2022-10-12T15:07:31Z,2022-10-13T19:38:20Z,2022-10-13T19:38:18Z,,dependabot,0,[],1,1 days 04:30:47
release/1.9.0 -> master,7654,MERGED,2022-10-12T15:30:40Z,2022-10-13T15:43:56Z,2022-10-13T15:18:30Z,2022-10-13T15:18:30Z,chainchad,3,"['essamhassan', 'essamhassan', 'jmank88']",2,0 days 23:47:50
Finalize date on changelog for 1.9.0,7655,MERGED,2022-10-12T15:56:12Z,2022-10-12T16:24:11Z,2022-10-12T16:24:10Z,2022-10-12T16:24:10Z,chainchad,1,['essamhassan'],0,0 days 00:27:58
QA-79 Use the single source of truth from the solana repo for the projectserum version,7656,MERGED,2022-10-12T16:36:20Z,2022-10-12T17:39:00Z,2022-10-12T17:38:59Z,2022-10-12T17:38:59Z,tateexon,1,['kalverra'],3,0 days 01:02:39
Add geth wrappers for new OCR2DR contracts,7657,MERGED,2022-10-12T17:27:53Z,2022-10-14T02:36:34Z,2022-10-14T02:36:34Z,2022-10-14T02:36:33Z,bolekk,2,"['pinebit', 'reductionista']",3,1 days 09:08:41
cleanup,7658,MERGED,2022-10-12T19:03:52Z,2022-10-12T19:04:23Z,2022-10-12T19:04:03Z,2022-10-12T19:04:03Z,obelisk,0,[],1,0 days 00:00:11
align ServiceHeaders,7659,MERGED,2022-10-12T19:24:54Z,2022-10-12T19:25:21Z,2022-10-12T19:25:00Z,2022-10-12T19:25:00Z,obelisk,0,[],1,0 days 00:00:06
Bump smartcontractkit/chainlink-github-actions from 2.0.22 to 2.0.23,7660,CLOSED,2022-10-12T19:48:30Z,2022-10-14T14:38:13Z,2022-10-14T14:38:11Z,,dependabot,0,[],1,1 days 18:49:41
QA-78 By chainlink-testing-framework actions to remove more of the set-output usages that are deprecated,7661,MERGED,2022-10-12T19:52:21Z,2022-10-14T14:37:00Z,2022-10-14T14:36:59Z,2022-10-14T14:36:59Z,tateexon,3,"['ajaskolski', 'jmank88', 'kalverra']",3,1 days 18:44:38
"chore: update shell.nix and flake.lock tooling, documentation",7662,CLOSED,2022-10-12T20:01:37Z,2022-10-20T01:06:35Z,2022-10-19T23:39:52Z,,andrevmatos,6,"['connorwstein', 'connorwstein', 'archseer', 'archseer', 'archseer', 'connorwstein']",1,7 days 03:38:15
skip exceptional method,7663,MERGED,2022-10-12T20:38:25Z,2022-10-12T20:38:54Z,2022-10-12T20:38:34Z,2022-10-12T20:38:34Z,obelisk,0,[],1,0 days 00:00:09
TOML config: convert more tests,7664,MERGED,2022-10-13T04:07:40Z,2022-10-13T21:13:28Z,2022-10-13T21:13:27Z,2022-10-13T21:13:27Z,jmank88,2,"['samsondav', 'vyzaldysanchez']",3,0 days 17:05:47
OCR2DR Oracle and Factory with tests,7665,MERGED,2022-10-13T06:55:23Z,2022-10-17T16:44:38Z,2022-10-17T16:44:36Z,2022-10-17T16:44:36Z,pinebit,13,"['bolekk', 'justinkaseman', 'justinkaseman', 'pinebit', 'pinebit', 'pinebit', 'pinebit', 'bolekk', 'cds95', 'pinebit', 'pinebit', 'bolekk', 'KuphJr']",3,4 days 09:49:13
core/chains/evm: fix chain id in error message,7666,MERGED,2022-10-13T11:34:17Z,2022-10-13T12:56:51Z,2022-10-13T12:56:50Z,2022-10-13T12:56:50Z,jmank88,2,"['essamhassan', 'vyzaldysanchez']",3,0 days 01:22:33
add OCR2 automation gas limit chain specific config,7667,MERGED,2022-10-13T12:40:20Z,2022-10-17T13:51:45Z,2022-10-17T13:51:44Z,2022-10-17T13:51:44Z,infiloop2,16,"['infiloop2', 'jmank88', 'EasterTheBunny', 'infiloop2', 'begmaroman', 'infiloop2', 'begmaroman', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'infiloop2', 'jmank88', 'infiloop2', 'jmank88', 'EasterTheBunny']",3,4 days 01:11:24
fix deprecated ocr field bug,7668,MERGED,2022-10-13T12:41:34Z,2022-10-13T14:14:18Z,2022-10-13T14:14:17Z,2022-10-13T14:14:17Z,jmank88,1,['samsondav'],3,0 days 01:32:43
Add batch load test go command for ocr2vrf,7669,MERGED,2022-10-13T14:46:50Z,2022-10-13T17:23:15Z,2022-10-13T17:23:14Z,2022-10-13T17:23:14Z,vreff,1,['makramkd'],3,0 days 02:36:24
master -> develop,7670,MERGED,2022-10-13T15:19:41Z,2022-10-13T15:42:58Z,2022-10-13T15:42:57Z,2022-10-13T15:42:57Z,chainchad,1,['essamhassan'],0,0 days 00:23:16
Log poller on avax hot fix,7671,CLOSED,2022-10-13T16:54:26Z,2022-10-13T17:50:57Z,2022-10-13T17:50:57Z,,connorwstein,5,"['connorwstein', 'jmank88', 'connorwstein', 'jmank88', 'MStreet3']",4,0 days 00:56:31
upgraded keepers plugin to include new logging,7672,MERGED,2022-10-13T17:24:31Z,2022-10-13T17:52:05Z,2022-10-13T17:52:04Z,2022-10-13T17:52:04Z,EasterTheBunny,1,['infiloop2'],3,0 days 00:27:33
Use HeadByXX in logpoller,7673,MERGED,2022-10-13T17:39:35Z,2022-10-15T06:08:19Z,2022-10-15T06:08:18Z,2022-10-15T06:08:18Z,connorwstein,9,"['jmank88', 'jmank88', 'samsondav', 'jmank88', 'prashantkumar1982', 'connorwstein', 'connorwstein', 'prashantkumar1982', 'prashantkumar1982']",3,1 days 12:28:43
Bump dorny/paths-filter from 2.10.2 to 2.11.1,7674,CLOSED,2022-10-13T19:38:10Z,2022-11-02T23:36:03Z,2022-11-02T23:36:01Z,,dependabot,0,[],1,20 days 03:57:51
make gomodtidy,7675,MERGED,2022-10-13T21:27:20Z,2022-10-13T22:04:16Z,2022-10-13T22:04:15Z,2022-10-13T22:04:15Z,jmank88,1,['vyzaldysanchez'],3,0 days 00:36:55
solana dynamic fee markets in transaction manager,7676,CLOSED,2022-10-13T22:00:43Z,2022-11-16T18:05:25Z,2022-11-15T22:16:59Z,,aalu1418,0,[],4,33 days 00:16:16
core/cmd: convert tests to use new config,7677,MERGED,2022-10-13T23:24:17Z,2022-10-14T12:28:51Z,2022-10-14T12:28:50Z,2022-10-14T12:28:50Z,jmank88,1,['essamhassan'],3,0 days 13:04:33
upgrade plugin to latest,7678,MERGED,2022-10-14T13:33:24Z,2022-10-14T16:33:26Z,2022-10-14T16:33:25Z,2022-10-14T16:33:25Z,EasterTheBunny,2,"['vla33', 'infiloop2']",3,0 days 03:00:01
convert tests to new config,7679,MERGED,2022-10-14T13:52:06Z,2022-10-17T12:02:12Z,2022-10-17T12:02:11Z,2022-10-17T12:02:11Z,jmank88,1,['makramkd'],3,2 days 22:10:05
Network Switching,7680,MERGED,2022-10-14T19:52:51Z,2022-10-26T12:08:50Z,2022-10-26T12:08:49Z,2022-10-26T12:08:49Z,kalverra,14,"['AnieeG', 'kalverra', 'AnieeG', 'skudasov', 'tateexon', 'kalverra', 'tateexon', 'tateexon', 'kalverra', 'kalverra', 'AnieeG', 'skudasov', 'tateexon', 'anirudhwarrier']",4,11 days 16:15:58
Remove extraneous files from operator ui,7681,MERGED,2022-10-14T20:44:48Z,2022-10-18T00:24:45Z,2022-10-18T00:24:44Z,2022-10-18T00:24:44Z,HenryNguyen5,3,"['chainchad', 'jmank88', 'jmank88']",1,3 days 03:39:56
core/logger/audit: headers toml format,7682,MERGED,2022-10-14T23:15:46Z,2022-10-19T14:56:40Z,2022-10-19T14:56:39Z,2022-10-19T14:56:38Z,jmank88,1,['samsondav'],6,4 days 15:40:53
Bump unsplash/comment-on-pr from 1.3.0 to 1.3.1,7683,MERGED,2022-10-15T12:32:25Z,2023-01-04T15:22:37Z,2023-01-04T15:22:36Z,2023-01-04T15:22:36Z,dependabot,1,['jmank88'],3,81 days 02:50:11
Add cache to bridge ORM,7685,MERGED,2022-10-16T23:26:19Z,2022-10-17T20:27:17Z,2022-10-17T20:27:14Z,2022-10-17T20:27:14Z,vyzaldysanchez,4,"['jmank88', 'jmank88', 'jmank88', 'jmank88']",3,0 days 21:00:55
core/chains/evm: fix a race in Test_HeadListener_SubscriptionErr,7686,MERGED,2022-10-17T01:24:47Z,2022-10-17T15:11:07Z,2022-10-17T15:11:06Z,2022-10-17T15:11:06Z,jmank88,3,"['jmank88', 'pinebit', 'essamhassan']",3,0 days 13:46:19
add codeowner for ocr2keeper,7687,MERGED,2022-10-17T10:36:46Z,2022-10-17T12:45:07Z,2022-10-17T12:45:05Z,2022-10-17T12:45:05Z,infiloop2,1,['begmaroman'],1,0 days 02:08:19
move P2P PeerID from V1 to shared,7688,MERGED,2022-10-17T12:05:47Z,2022-10-17T12:26:37Z,2022-10-17T12:26:36Z,2022-10-17T12:26:36Z,jmank88,1,['samsondav'],3,0 days 00:20:49
use omitempty and drop pointers to reduce boilerplate,7689,MERGED,2022-10-17T12:28:44Z,2022-10-17T14:38:37Z,2022-10-17T14:38:36Z,2022-10-17T14:38:36Z,jmank88,4,"['jmank88', 'samsondav', 'pinebit', 'vyzaldysanchez']",3,0 days 02:09:52
Add CheckInclusionXXX to config dump,7690,MERGED,2022-10-17T12:34:22Z,2022-10-17T13:15:31Z,2022-10-17T13:15:30Z,2022-10-17T13:15:30Z,samsondav,1,['jmank88'],3,0 days 00:41:08
"Add an earlier error for an incorrect forwarder vrf config, and fix a string conversion for our ocr2vrf script.",7691,MERGED,2022-10-17T15:24:16Z,2022-10-18T21:41:43Z,2022-10-18T21:41:42Z,2022-10-18T21:41:41Z,vreff,2,"['makramkd', 'jinhoonbang']",3,1 days 06:17:26
chore: bump ocr2vrf dep,7692,MERGED,2022-10-17T15:50:52Z,2022-10-17T17:31:34Z,2022-10-17T17:31:33Z,2022-10-17T17:31:33Z,makramkd,2,"['makramkd', 'jmank88']",3,0 days 01:40:41
update keepers plugin,7693,MERGED,2022-10-17T19:30:59Z,2022-10-17T22:41:32Z,2022-10-17T22:41:31Z,2022-10-17T22:41:31Z,EasterTheBunny,3,"['infiloop2', 'jmank88', 'jmank88']",3,0 days 03:10:32
Bump peter-evans/create-pull-request from 4.1.1 to 4.1.4,7694,CLOSED,2022-10-17T19:48:16Z,2022-10-18T08:55:31Z,2022-10-18T08:55:29Z,,dependabot,0,[],1,0 days 13:07:13
Add job idempotent PUT endpoint,7696,MERGED,2022-10-17T21:51:48Z,2022-10-18T16:20:18Z,2022-10-18T16:20:17Z,2022-10-18T16:20:17Z,essamhassan,1,['vyzaldysanchez'],3,0 days 18:28:29
Remove GH dep on installing operator-ui,7697,MERGED,2022-10-17T22:14:16Z,2022-10-18T00:02:07Z,2022-10-18T00:02:06Z,2022-10-18T00:02:06Z,HenryNguyen5,2,"['jmank88', 'jmank88']",1,0 days 01:47:50
DirectRequest/OCR Listener Service,7698,MERGED,2022-10-18T03:49:52Z,2022-10-23T22:24:49Z,2022-10-21T05:57:36Z,2022-10-21T05:57:36Z,bolekk,19,"['pinebit', 'connorwstein', 'connorwstein', 'connorwstein', 'bolekk', 'bolekk', 'bolekk', 'pinebit', 'pinebit', 'bolekk', 'bolekk', 'bolekk', 'reductionista', 'reductionista', 'bolekk', 'bolekk', 'pinebit', 'pinebit', 'connorwstein']",3,3 days 02:07:44
Bump peter-evans/create-pull-request from 4.1.1 to 4.2.0,7699,CLOSED,2022-10-18T08:55:20Z,2022-12-13T19:56:30Z,2022-12-13T19:56:19Z,,dependabot,0,[],3,56 days 11:00:59
core/services/job: return errors from spawner.StartService,7700,MERGED,2022-10-18T12:31:09Z,2022-10-20T13:30:50Z,2022-10-20T13:30:49Z,2022-10-20T13:30:49Z,jmank88,12,"['samsondav', 'archseer', 'connorwstein', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'makramkd', 'jmank88', 'samsondav', 'connorwstein']",3,2 days 00:59:40
upgrade keepers plugin,7702,MERGED,2022-10-18T18:25:25Z,2022-10-18T18:48:45Z,2022-10-18T18:48:44Z,2022-10-18T18:48:44Z,EasterTheBunny,1,['infiloop2'],3,0 days 00:23:19
Bump github/codeql-action from 2.1.27 to 2.1.28,7703,MERGED,2022-10-18T19:43:04Z,2022-10-18T22:09:15Z,2022-10-18T22:09:15Z,2022-10-18T22:09:14Z,dependabot,1,['jmank88'],1,0 days 02:26:11
"Revert ""Add job idempotent PUT endpoint""",7704,CLOSED,2022-10-18T21:46:47Z,2022-10-18T22:12:43Z,2022-10-18T22:12:43Z,,essamhassan,0,[],3,0 days 00:25:56
convert heavyweight tests to new config,7705,MERGED,2022-10-18T23:47:06Z,2022-10-22T11:30:25Z,2022-10-22T11:30:24Z,2022-10-22T11:30:24Z,jmank88,2,"['jmank88', 'samsondav']",3,3 days 11:43:18
feat: Optimize Operator.sol calldata,7706,MERGED,2022-10-19T00:20:19Z,2022-11-19T01:33:17Z,2022-11-19T01:33:16Z,2022-11-19T01:33:16Z,justinkaseman,2,"['se3000', 'se3000']",14,31 days 01:12:57
Clean up gas estimator,7707,MERGED,2022-10-19T00:45:24Z,2022-10-20T13:17:54Z,2022-10-19T16:08:02Z,2022-10-19T16:08:02Z,vyzaldysanchez,6,"['jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'samsondav']",3,0 days 15:22:38
WIP,7708,CLOSED,2022-10-19T03:31:29Z,2022-11-04T01:33:51Z,2022-11-04T01:33:47Z,,cmalec,6,"['infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2', 'infiloop2']",3,15 days 22:02:18
InsertJobs to respect job.ID when passed,7709,MERGED,2022-10-19T11:05:11Z,2022-10-19T13:13:18Z,2022-10-19T13:13:17Z,2022-10-19T13:13:17Z,essamhassan,4,"['samsondav', 'essamhassan', 'jmank88', 'samsondav']",3,0 days 02:08:06
BlockHistoryEstimator should limit tipcap to max gas price instead of erroring,7710,MERGED,2022-10-19T14:01:45Z,2022-10-20T16:05:46Z,2022-10-20T16:05:44Z,2022-10-20T16:05:44Z,samsondav,1,['dimriou'],2,1 days 02:03:59
Limit tip cap price to max and use fallbacks instead,7711,CLOSED,2022-10-19T14:57:35Z,2023-04-24T08:32:45Z,2022-10-20T16:06:01Z,,dimriou,0,[],3,1 days 01:08:26
upgraded keepers plugin,7712,MERGED,2022-10-19T15:38:47Z,2022-10-19T16:54:20Z,2022-10-19T16:54:20Z,2022-10-19T16:54:19Z,EasterTheBunny,1,['infiloop2'],3,0 days 01:15:33
BlockHistoryEstimator fixes,7713,CLOSED,2022-10-19T17:39:20Z,2022-12-29T00:11:59Z,2022-12-29T00:11:59Z,,prashantkumar1982,1,['samsondav'],6,70 days 06:32:39
core/services/pg: report database stats via prometheus,7714,MERGED,2022-10-19T21:47:09Z,2022-10-19T23:38:40Z,2022-10-19T23:38:39Z,2022-10-19T23:38:39Z,jmank88,2,"['vyzaldysanchez', 'reductionista']",3,0 days 01:51:30
"chore: update shell.nix and flake.lock tooling, documentation",7715,MERGED,2022-10-19T23:39:41Z,2022-10-20T00:50:22Z,2022-10-20T00:50:21Z,2022-10-20T00:50:20Z,andrevmatos,1,['connorwstein'],1,0 days 01:10:40
OCR2DR - DON Public Key type change,7716,CLOSED,2022-10-20T00:46:28Z,2023-05-23T23:15:04Z,2022-10-24T15:46:24Z,,justinkaseman,3,"['pinebit', 'pinebit', 'pinebit']",11,4 days 14:59:56
Create codeql-analysis.yml,7718,CLOSED,2022-10-20T11:36:15Z,2022-12-29T00:11:57Z,2022-12-29T00:11:57Z,,amirkhan7javi,0,[],1,69 days 12:35:42
Remove `DefaultHTTPTimeout` usage on gas estimators,7719,MERGED,2022-10-20T14:17:50Z,2022-10-20T15:04:55Z,2022-10-20T15:04:53Z,2022-10-20T15:04:53Z,vyzaldysanchez,2,"['samsondav', 'jmank88']",3,0 days 00:47:03
Don't skip non fwd receipts on forwarder flow,7720,MERGED,2022-10-20T14:46:00Z,2022-10-20T19:02:16Z,2022-10-20T19:02:15Z,2022-10-20T19:02:15Z,essamhassan,5,"['samsondav', 'essamhassan', 'essamhassan', 'jmank88', 'jmank88']",3,0 days 04:16:15
chore: remove vrf maxGasPriceGwei job parameter,7721,MERGED,2022-10-20T15:29:38Z,2022-10-24T15:53:12Z,2022-10-24T15:53:11Z,2022-10-24T15:53:11Z,makramkd,2,"['jmank88', 'samsondav']",3,4 days 00:23:33
Matches Test Run Procs with Test Count,7722,CLOSED,2022-10-20T15:46:25Z,2023-01-19T21:00:09Z,2022-10-20T16:08:57Z,,kalverra,0,[],3,0 days 00:22:32
Test larger runners,7723,CLOSED,2022-10-20T18:31:10Z,2022-11-03T12:27:48Z,2022-11-03T12:27:48Z,,chainchad,0,[],3,13 days 17:56:38
Bump solidity runners to 4core 16gb,7724,MERGED,2022-10-20T18:56:34Z,2022-10-28T00:13:14Z,2022-10-28T00:13:13Z,2022-10-28T00:13:13Z,HenryNguyen5,2,"['javuto', 'jmank88']",1,7 days 05:16:39
Display rich diff on stale go solidity wrappers,7725,MERGED,2022-10-20T19:26:56Z,2022-10-20T20:09:59Z,2022-10-20T20:09:57Z,2022-10-20T20:09:57Z,HenryNguyen5,0,[],2,0 days 00:43:01
Feature/add keepers plugin config,7726,MERGED,2022-10-20T21:16:41Z,2022-10-21T08:41:50Z,2022-10-20T23:45:40Z,2022-10-20T23:45:40Z,EasterTheBunny,3,"['FelixFan1992', 'cmalec', 'infiloop2']",3,0 days 02:28:59
Cascade delete to eth_txes when removing evm_key_state,7727,MERGED,2022-10-20T22:31:22Z,2022-10-21T14:03:45Z,2022-10-21T14:03:44Z,2022-10-21T14:03:44Z,samsondav,2,"['jmank88', 'vyzaldysanchez']",2,0 days 15:32:22
off chain verification script for ocr2vrf,7728,MERGED,2022-10-21T00:01:17Z,2022-10-24T17:20:00Z,2022-10-24T17:19:59Z,2022-10-24T17:19:59Z,jinhoonbang,4,"['makramkd', 'jinhoonbang', 'jinhoonbang', 'makramkd']",3,3 days 17:18:42
Create SECURITY.md,7729,CLOSED,2022-10-21T07:32:44Z,2022-12-29T00:11:56Z,2022-12-29T00:11:56Z,,amirkhan7javi,0,[],2,68 days 16:39:12
OCR2DR - Change donPublicKey type #2,7730,CLOSED,2022-10-21T18:43:17Z,2023-05-23T23:15:03Z,2022-10-24T15:16:00Z,,justinkaseman,0,[],1,2 days 20:32:43
Bump smartcontractkit/chainlink-solana from 4b971869e26b79c7ce3fb7c98005cc2e3f350915 to 09bd2a572955dadce2417d08266ef2e34ce70d35,7731,CLOSED,2022-10-21T20:10:42Z,2022-10-24T20:09:24Z,2022-10-24T20:09:22Z,,dependabot,0,[],1,2 days 23:58:40
Fix dependency check errors,7732,MERGED,2022-10-21T21:39:59Z,2022-10-22T01:25:15Z,2022-10-22T01:25:14Z,2022-10-22T01:25:14Z,reductionista,3,"['vyzaldysanchez', 'jmank88', 'jmank88']",3,0 days 03:45:15
add prometheus wrapper for ocr2vrf that emits prom metrics for each o…,7733,MERGED,2022-10-22T05:08:01Z,2022-10-25T19:42:48Z,2022-10-25T19:42:47Z,2022-10-25T19:42:47Z,jinhoonbang,29,"['vreff', 'jmank88', 'jmank88', 'jinhoonbang', 'makramkd', 'makramkd', 'makramkd', 'makramkd', 'jmank88', 'jmank88', 'jmank88', 'jinhoonbang', 'jinhoonbang', 'jinhoonbang', 'jinhoonbang', 'jinhoonbang', 'makramkd', 'makramkd', 'makramkd', 'makramkd', 'jinhoonbang', 'vreff', 'makramkd', 'makramkd', 'jmank88', 'jinhoonbang', 'makramkd', 'makramkd', 'makramkd']",3,3 days 14:34:46
Fix ocr2vrf scripts after new panic change.,7734,MERGED,2022-10-22T16:24:55Z,2022-10-24T14:48:04Z,2022-10-24T14:48:03Z,2022-10-24T14:48:03Z,vreff,4,"['jmank88', 'vreff', 'jmank88', 'makramkd']",4,1 days 22:23:08
core/internal/cltest: mock SubscribeFilterLogs for callers of NewEthMocksWithStartupAssertions,7735,MERGED,2022-10-23T11:29:36Z,2022-10-24T11:51:05Z,2022-10-24T11:51:03Z,2022-10-24T11:51:03Z,jmank88,1,['pinebit'],3,1 days 00:21:27
TOML config: env vars,7736,MERGED,2022-10-23T20:28:07Z,2022-10-26T14:03:58Z,2022-10-25T11:29:18Z,2022-10-25T11:29:18Z,jmank88,22,"['jmank88', 'jmank88', 'reductionista', 'reductionista', 'reductionista', 'reductionista', 'reductionista', 'reductionista', 'reductionista', 'makramkd', 'pinebit', 'jmank88', 'makramkd', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88', 'jmank88']",3,1 days 15:01:11
OCR2DR oracle is OCR2Base,7737,MERGED,2022-10-24T08:44:08Z,2022-10-25T17:53:11Z,2022-10-25T17:53:10Z,2022-10-25T17:53:10Z,pinebit,7,"['justinkaseman', 'bolekk', 'bolekk', 'pinebit', 'pinebit', 'pinebit', 'bolekk']",4,1 days 09:09:02
"support turn taking debugging on both 1.1, 1.2 registries",7738,MERGED,2022-10-24T13:50:57Z,2022-10-25T09:15:59Z,2022-10-25T09:15:58Z,2022-10-25T09:15:58Z,infiloop2,1,['EasterTheBunny'],4,0 days 19:25:01
feature: remove setMaxGasPriceGwei() from VRF,7739,CLOSED,2022-10-24T14:19:57Z,2022-10-24T15:00:16Z,2022-10-24T14:48:51Z,,makramkd,2,"['vreff', 'samsondav']",4,0 days 00:28:54
Generate new ocr2vrf gethwrappers and fix scripts for funding subscriptions,7740,MERGED,2022-10-24T15:08:04Z,2022-10-24T19:04:38Z,2022-10-24T19:04:36Z,2022-10-24T19:04:36Z,vreff,2,"['makramkd', 'jmank88']",4,0 days 03:56:32
Go Wrapper rich diff,7741,MERGED,2022-10-24T15:52:56Z,2022-10-27T21:51:42Z,2022-10-27T21:51:41Z,2022-10-27T21:51:41Z,justinkaseman,5,"['chainchad', 'jmank88', 'jmank88', 'chainchad', 'jmank88']",1,3 days 05:58:45
Update Operator UI from v0.7.1-60f5adf to v0.8.0-b286a55,7742,CLOSED,2022-10-24T19:46:26Z,2022-10-24T21:07:41Z,2022-10-24T21:07:41Z,,github-actions,1,['makramkd'],0,0 days 01:21:15
